p,r,mipo
36383,1,0:5 23:24 24:1 
36389,1,0:3 23:93 24:1 
36433,1,0:5 23:11 24:1 
36451,1,0:7 23:4 24:1 
36457,1,0:5 23:133 24:1 
36467,1,0:2 23:10 24:1 
36469,1,0:2 23:37 24:1 
36473,1,0:3 23:5 24:1 
36479,1,0:7 23:89 24:1 
36493,1,0:2 23:56 24:1 
36497,1,0:3 23:74 24:1 
36523,1,0:2 23:66 24:1 
36527,1,0:5 23:46 24:1 
36529,1,0:7 23:54 24:1 
36541,1,0:10 23:3 24:1 
36551,1,0:7 23:101 24:1 
36559,1,0:6 23:51 24:1 
36563,1,0:2 23:28 24:1 
36571,1,0:2 23:56 24:1 
36583,1,0:7 23:7 24:1 
36587,1,0:2 23:58 24:1 
36599,1,0:19 23:6 24:1 
36607,1,0:3 23:33 24:1 
36629,1,0:2 23:147 24:1 
36637,1,0:5 23:55 24:1 
36643,1,0:3 23:69 24:1 
36653,1,0:2 23:48 24:1 
36671,1,0:13 23:66 24:1 
36677,1,0:2 23:11 24:1 
36683,1,0:2 23:66 24:1 
36691,1,0:2 23:18 24:1 
36697,1,0:5 23:93 24:1 
36709,1,0:2 23:7 24:1 
36713,1,0:3 23:16 24:1 
36721,1,0:37 23:29 24:1 
36739,1,0:2 23:14 24:1 
36749,1,0:2 23:17 24:1 
36761,1,0:6 23:20 24:1 
36767,1,0:5 23:55 24:1 
36779,1,0:2 23:53 24:1 
36781,1,0:2 23:45 24:1 
36787,1,0:2 23:150 24:1 
36791,1,0:17 23:28 24:1 
36793,1,0:15 23:48 24:1 
36809,1,0:3 23:357 24:1 
36821,1,0:2 23:47 24:1 
36833,1,0:3 23:24 24:1 
36847,1,0:3 23:26 24:1 
36857,1,0:3 23:150 24:1 
36871,1,0:15 23:24 24:1 
36877,1,0:2 23:69 24:1 
36887,1,0:5 23:3 24:1 
36899,1,0:2 23:23 24:1 
36901,1,0:2 23:33 24:1 
36913,1,0:5 23:10 24:1 
36919,1,0:3 23:82 24:1 
36923,1,0:2 23:12 24:1 
36929,1,0:3 23:31 24:1 
36931,1,0:2 23:24 24:1 
36943,1,0:3 23:34 24:1 
36947,1,0:2 23:23 24:1 
36973,1,0:2 23:76 24:1 
36979,1,0:3 23:93 24:1 
36997,1,0:2 23:9 24:1 
37003,1,0:2 23:6 24:1 
37013,1,0:2 23:44 24:1 
37019,1,0:2 23:42 24:1 
37021,1,0:6 23:29 24:1 
37039,1,0:3 23:16 24:1 
37049,1,0:6 23:21 24:1 
37057,1,0:5 23:116 24:1 
37061,1,0:2 23:12 24:1 
37087,1,0:3 23:37 24:1 
37097,1,0:3 23:14 24:1 
37117,1,0:2 23:31 24:1 
37123,1,0:3 23:85 24:1 
37139,1,0:2 23:8 24:1 
37159,1,0:3 23:8 24:1 
37171,1,0:3 23:76 24:1 
37181,1,0:2 23:28 24:1 
37189,1,0:2 23:61 24:1 
37199,1,0:7 23:19 24:1 
37201,1,0:7 23:1 24:1 
37217,1,0:3 23:56 24:1 
37223,1,0:5 23:89 24:1 
37243,1,0:2 23:25 24:1 
37253,1,0:2 23:12 24:1 
37273,1,0:5 23:11 24:1 
37277,1,0:2 23:15 24:1 
37307,1,0:2 23:14 24:1 
37309,1,0:7 23:1 24:1 
37313,1,0:3 23:92 24:1 
37321,1,0:23 23:60 24:1 
37337,1,0:3 23:54 24:1 
37339,1,0:3 23:3 24:1 
37357,1,0:6 23:111 24:1 
37361,1,0:3 23:49 24:1 
37363,1,0:3 23:17 24:1 
37369,1,0:7 23:47 24:1 
37379,1,0:2 23:19 24:1 
37397,1,0:2 23:10 24:1 
37409,1,0:3 23:13 24:1 
37423,1,0:6 23:71 24:1 
37441,1,0:17 23:6 24:1 
37447,1,0:3 23:36 24:1 
37463,1,0:5 23:109 24:1 
37483,1,0:2 23:26 24:1 
37489,1,0:19 23:29 24:1 
37493,1,0:2 23:23 24:1 
37501,1,0:2 23:36 24:1 
37507,1,0:17 23:7 24:1 
37511,1,0:11 23:13 24:1 
37517,1,0:2 23:11 24:1 
37529,1,0:3 23:34 24:1 
37537,1,0:13 23:4 24:1 
37547,1,0:2 23:2 24:1 
37549,1,0:2 23:55 24:1 
37561,1,0:11 23:16 24:1 
37567,1,0:3 23:1 24:1 
37571,1,0:2 23:129 24:1 
37573,1,0:5 23:25 24:1 
37579,1,0:2 23:88 24:1 
37589,1,0:2 23:19 24:1 
37591,1,0:6 23:18 24:1 
37607,1,0:5 23:36 24:1 
37619,1,0:2 23:61 24:1 
37633,1,0:5 23:11 24:1 
37643,1,0:2 23:17 24:1 
37649,1,0:3 23:113 24:1 
37657,1,0:5 23:5 24:1 
37663,1,0:3 23:122 24:1 
37691,1,0:6 23:1 24:1 
37693,1,0:2 23:105 24:1 
37699,1,0:3 23:1 24:1 
37717,1,0:5 23:16 24:1 
37747,1,0:3 23:23 24:1 
37781,1,0:2 23:53 24:1 
37783,1,0:3 23:67 24:1 
37799,1,0:11 23:39 24:1 
37811,1,0:6 23:10 24:1 
37813,1,0:2 23:11 24:1 
37831,1,0:3 23:6 24:1 
37847,1,0:5 23:22 24:1 
37853,1,0:2 23:9 24:1 
37861,1,0:2 23:32 24:1 
37871,1,0:7 23:33 24:1 
37879,1,0:7 23:53 24:1 
37889,1,0:3 23:67 24:1 
37897,1,0:5 23:15 24:1 
37907,1,0:2 23:14 24:1 
37951,1,0:3 23:42 24:1 
37957,1,0:2 23:29 24:1 
37963,1,0:2 23:1 24:1 
37967,1,0:5 23:64 24:1 
37987,1,0:5 23:21 24:1 
37991,1,0:7 23:27 24:1 
37993,1,0:10 23:10 24:1 
37997,1,0:2 23:6 24:1 
38011,1,0:2 23:14 24:1 
38039,1,0:7 23:49 24:1 
38047,1,0:3 23:71 24:1 
38053,1,0:5 23:7 24:1 
38069,1,0:2 23:59 24:1 
38083,1,0:3 23:115 24:1 
38113,1,0:7 23:23 24:1 
38119,1,0:3 23:6 24:1 
38149,1,0:6 23:12 24:1 
38153,1,0:3 23:10 24:1 
38167,1,0:3 23:56 24:1 
38177,1,0:3 23:59 24:1 
38183,1,0:5 23:95 24:1 
38189,1,0:2 23:79 24:1 
38197,1,0:2 23:2 24:1 
38201,1,0:3 23:79 24:1 
38219,1,0:2 23:129 24:1 
38231,1,0:13 23:1 24:1 
38237,1,0:2 23:41 24:1 
38239,1,0:13 23:8 24:1 
38261,1,0:2 23:36 24:1 
38273,1,0:3 23:13 24:1 
38281,1,0:14 23:16 24:1 
38287,1,0:7 23:86 24:1 
38299,1,0:2 23:35 24:1 
38303,1,0:5 23:30 24:1 
38317,1,0:2 23:116 24:1 
38321,1,0:3 23:176 24:1 
38327,1,0:5 23:34 24:1 
38329,1,0:13 23:83 24:1 
38333,1,0:2 23:23 24:1 
38351,1,0:11 23:16 24:1 
38371,1,0:10 23:8 24:1 
38377,1,0:5 23:37 24:1 
38393,1,0:3 23:24 24:1 
38431,1,0:6 23:91 24:1 
38447,1,0:5 23:16 24:1 
38449,1,0:13 23:45 24:1 
38453,1,0:2 23:120 24:1 
38459,1,0:2 23:41 24:1 
38461,1,0:13 23:33 24:1 
38501,1,0:2 23:94 24:1 
38543,1,0:5 23:5 24:1 
38557,1,0:2 23:49 24:1 
38561,1,0:3 23:16 24:1 
38567,1,0:5 23:140 24:1 
38569,1,0:14 23:96 24:1 
38593,1,0:5 23:174 24:1 
38603,1,0:2 23:37 24:1 
38609,1,0:3 23:74 24:1 
38611,1,0:3 23:141 24:1 
38629,1,0:2 23:4 24:1 
38639,1,0:29 23:5 24:1 
38651,1,0:2 23:4 24:1 
38653,1,0:2 23:20 24:1 
38669,1,0:2 23:101 24:1 
38671,1,0:6 23:30 24:1 
38677,1,0:5 23:23 24:1 
38693,1,0:2 23:1 24:1 
38699,1,0:2 23:300 24:1 
38707,1,0:2 23:63 24:1 
38711,1,0:7 23:116 24:1 
38713,1,0:5 23:60 24:1 
38723,1,0:2 23:33 24:1 
38729,1,0:3 23:41 24:1 
38737,1,0:5 23:11 24:1 
38747,1,0:2 23:167 24:1 
38749,1,0:2 23:14 24:1 
38767,1,0:5 23:9 24:1 
38783,1,0:5 23:53 24:1 
38791,1,0:6 23:3 24:1 
38803,1,0:5 23:1 24:1 
38821,1,0:2 23:25 24:1 
38833,1,0:5 23:78 24:1 
38839,1,0:6 23:5 24:1 
38851,1,0:3 23:31 24:1 
38861,1,0:14 23:2 24:1 
38867,1,0:2 23:34 24:1 
38873,1,0:3 23:44 24:1 
38891,1,0:2 23:8 24:1 
38903,1,0:5 23:80 24:1 
38917,1,0:5 23:146 24:1 
38921,1,0:6 23:44 24:1 
38923,1,0:2 23:40 24:1 
38933,1,0:2 23:207 24:1 
38953,1,0:5 23:45 24:1 
38959,1,0:3 23:25 24:1 
38971,1,0:2 23:91 24:1 
38977,1,0:5 23:11 24:1 
38993,1,0:3 23:204 24:1 
39019,1,0:2 23:12 24:1 
39023,1,0:5 23:12 24:1 
39041,1,0:3 23:106 24:1 
39043,1,0:2 23:126 24:1 
39047,1,0:5 23:111 24:1 
39079,1,0:3 23:17 24:1 
39089,1,0:3 23:14 24:1 
39097,1,0:5 23:70 24:1 
39103,1,0:5 23:50 24:1 
39107,1,0:2 23:52 24:1 
39113,1,0:3 23:52 24:1 
39119,1,0:11 23:313 24:1 
39133,1,0:5 23:15 24:1 
39139,1,0:7 23:66 24:1 
39157,1,0:6 23:12 24:1 
39161,1,0:3 23:46 24:1 
39163,1,0:2 23:23 24:1 
39181,1,0:6 23:23 24:1 
39191,1,0:11 23:33 24:1 
39199,1,0:17 23:42 24:1 
39209,1,0:3 23:43 24:1 
39217,1,0:7 23:19 24:1 
39227,1,0:2 23:44 24:1 
39229,1,0:2 23:76 24:1 
39233,1,0:3 23:118 24:1 
39239,1,0:7 23:137 24:1 
39241,1,0:7 23:53 24:1 
39251,1,0:2 23:8 24:1 
39293,1,0:2 23:52 24:1 
39301,1,0:7 23:36 24:1 
39313,1,0:10 23:66 24:1 
39317,1,0:2 23:47 24:1 
39323,1,0:2 23:31 24:1 
39341,1,0:2 23:13 24:1 
39343,1,0:3 23:67 24:1 
39359,1,0:11 23:9 24:1 
39367,1,0:3 23:156 24:1 
39371,1,0:2 23:28 24:1 
39373,1,0:22 23:14 24:1 
39383,1,0:5 23:51 24:1 
39397,1,0:2 23:37 24:1 
39409,1,0:7 23:21 24:1 
39419,1,0:2 23:82 24:1 
39439,1,0:3 23:2 24:1 
39443,1,0:2 23:25 24:1 
39451,1,0:2 23:33 24:1 
39461,1,0:2 23:60 24:1 
39499,1,0:2 23:13 24:1 
39503,1,0:5 23:49 24:1 
39509,1,0:3 23:36 24:1 
39511,1,0:3 23:18 24:1 
39521,1,0:3 23:31 24:1 
39541,1,0:2 23:90 24:1 
39551,1,0:7 23:42 24:1 
39563,1,0:2 23:4 24:1 
39569,1,0:3 23:32 24:1 
39581,1,0:2 23:31 24:1 
39607,1,0:3 23:13 24:1 
39619,1,0:2 23:36 24:1 
39623,1,0:5 23:42 24:1 
39631,1,0:3 23:10 24:1 
39659,1,0:2 23:50 24:1 
39667,1,0:3 23:13 24:1 
39671,1,0:7 23:37 24:1 
39679,1,0:6 23:40 24:1 
39703,1,0:5 23:26 24:1 
39709,1,0:6 23:32 24:1 
39719,1,0:7 23:41 24:1 
39727,1,0:3 23:15 24:1 
39733,1,0:2 23:70 24:1 
39749,1,0:2 23:246 24:1 
39761,1,0:3 23:17 24:1 
39769,1,0:13 23:7 24:1 
39779,1,0:2 23:96 24:1 
39791,1,0:11 23:1 24:1 
39799,1,0:3 23:64 24:1 
39821,1,0:2 23:16 24:1 
39827,1,0:2 23:22 24:1 
39829,1,0:6 23:107 24:1 
39839,1,0:7 23:140 24:1 
39841,1,0:31 23:13 24:1 
39847,1,0:5 23:67 24:1 
39857,1,0:3 23:17 24:1 
39863,1,0:5 23:46 24:1 
39869,1,0:2 23:52 24:1 
39877,1,0:2 23:22 24:1 
39883,1,0:3 23:33 24:1 
39887,1,0:7 23:28 24:1 
39901,1,0:2 23:26 24:1 
39929,1,0:3 23:140 24:1 
39937,1,0:5 23:13 24:1 
39953,1,0:3 23:2 24:1 
39971,1,0:2 23:14 24:1 
39979,1,0:3 23:58 24:1 
39983,1,0:5 23:294 24:1 
39989,1,0:2 23:55 24:1 
40009,1,0:11 23:34 24:1 
40013,1,0:2 23:8 24:1 
40031,1,0:19 23:37 24:1 
40037,1,0:2 23:39 24:1 
40039,1,0:6 23:71 24:1 
40063,1,0:3 23:52 24:1 
40087,1,0:3 23:9 24:1 
40093,1,0:2 23:76 24:1 
40099,1,0:3 23:56 24:1 
40111,1,0:3 23:34 24:1 
40123,1,0:2 23:16 24:1 
40127,1,0:5 23:115 24:1 
40129,1,0:7 23:9 24:1 
40151,1,0:11 23:310 24:1 
40153,1,0:5 23:14 24:1 
40163,1,0:2 23:55 24:1 
40169,1,0:3 23:6 24:1 
40177,1,0:10 23:66 24:1 
40189,1,0:2 23:26 24:1 
40193,1,0:3 23:55 24:1 
40213,1,0:6 23:111 24:1 
40231,1,0:3 23:13 24:1 
40237,1,0:6 23:26 24:1 
40241,1,0:3 23:21 24:1 
40253,1,0:2 23:41 24:1 
40277,1,0:2 23:138 24:1 
40283,1,0:2 23:55 24:1 
40289,1,0:3 23:125 24:1 
40343,1,0:5 23:8 24:1 
40351,1,0:3 23:9 24:1 
40357,1,0:5 23:108 24:1 
40361,1,0:3 23:47 24:1 
40387,1,0:2 23:18 24:1 
40423,1,0:3 23:19 24:1 
40427,1,0:2 23:18 24:1 
40429,1,0:14 23:55 24:1 
40433,1,0:5 23:30 24:1 
40459,1,0:2 23:12 24:1 
40471,1,0:3 23:28 24:1 
40483,1,0:2 23:21 24:1 
40487,1,0:5 23:7 24:1 
40493,1,0:2 23:206 24:1 
40499,1,0:2 23:207 24:1 
40507,1,0:2 23:53 24:1 
40519,1,0:6 23:21 24:1 
40529,1,0:3 23:10 24:1 
40531,1,0:2 23:7 24:1 
40543,1,0:3 23:3 24:1 
40559,1,0:7 23:211 24:1 
40577,1,0:3 23:31 24:1 
40583,1,0:5 23:70 24:1 
40591,1,0:13 23:2 24:1 
40597,1,0:2 23:4 24:1 
40609,1,0:22 23:35 24:1 
40627,1,0:2 23:27 24:1 
40637,1,0:2 23:71 24:1 
40639,1,0:7 23:58 24:1 
40693,1,0:2 23:161 24:1 
40697,1,0:3 23:89 24:1 
40699,1,0:2 23:51 24:1 
40709,1,0:2 23:37 24:1 
40739,1,0:2 23:85 24:1 
40751,1,0:14 23:104 24:1 
40759,1,0:3 23:29 24:1 
40763,1,0:2 23:23 24:1 
40771,1,0:10 23:3 24:1 
40787,1,0:2 23:13 24:1 
40801,1,0:13 23:21 24:1 
40813,1,0:2 23:26 24:1 
40819,1,0:3 23:100 24:1 
40823,1,0:5 23:27 24:1 
40829,1,0:2 23:36 24:1 
40841,1,0:3 23:32 24:1 
40847,1,0:5 23:89 24:1 
40849,1,0:11 23:7 24:1 
40853,1,0:2 23:27 24:1 
40867,1,0:2 23:22 24:1 
40879,1,0:6 23:24 24:1 
40883,1,0:2 23:133 24:1 
40897,1,0:5 23:29 24:1 
40903,1,0:3 23:36 24:1 
40927,1,0:3 23:3 24:1 
40933,1,0:2 23:50 24:1 
40939,1,0:2 23:61 24:1 
40949,1,0:2 23:64 24:1 
40961,1,0:3 23:24 24:1 
40973,1,0:2 23:57 24:1 
40993,1,0:5 23:20 24:1 
41011,1,0:2 23:17 24:1 
41017,1,0:5 23:25 24:1 
41023,1,0:5 23:18 24:1 
41039,1,0:11 23:28 24:1 
41047,1,0:5 23:62 24:1 
41051,1,0:2 23:20 24:1 
41057,1,0:3 23:45 24:1 
41077,1,0:2 23:2 24:1 
41081,1,0:3 23:22 24:1 
41113,1,0:5 23:11 24:1 
41117,1,0:2 23:8 24:1 
41131,1,0:10 23:131 24:1 
41141,1,0:2 23:21 24:1 
41143,1,0:3 23:76 24:1 
41149,1,0:2 23:12 24:1 
41161,1,0:22 23:197 24:1 
41177,1,0:3 23:76 24:1 
41179,1,0:3 23:1 24:1 
41183,1,0:5 23:102 24:1 
41189,1,0:2 23:43 24:1 
41201,1,0:3 23:77 24:1 
41203,1,0:3 23:7 24:1 
41213,1,0:2 23:57 24:1 
41221,1,0:2 23:4 24:1 
41227,1,0:2 23:32 24:1 
41231,1,0:7 23:112 24:1 
41233,1,0:5 23:16 24:1 
41243,1,0:2 23:4 24:1 
41257,1,0:5 23:113 24:1 
41263,1,0:5 23:180 24:1 
41269,1,0:2 23:11 24:1 
41281,1,0:17 23:5 24:1 
41299,1,0:2 23:34 24:1 
41333,1,0:2 23:23 24:1 
41341,1,0:2 23:13 24:1 
41351,1,0:7 23:4 24:1 
41357,1,0:2 23:14 24:1 
41381,1,0:3 23:55 24:1 
41387,1,0:2 23:35 24:1 
41389,1,0:6 23:51 24:1 
41399,1,0:7 23:65 24:1 
41411,1,0:2 23:136 24:1 
41413,1,0:6 23:1 24:1 
41443,1,0:2 23:5 24:1 
41453,1,0:2 23:35 24:1 
41467,1,0:14 23:124 24:1 
41479,1,0:3 23:57 24:1 
41491,1,0:13 23:26 24:1 
41507,1,0:2 23:46 24:1 
41513,1,0:3 23:136 24:1 
41519,1,0:7 23:93 24:1 
41521,1,0:22 23:49 24:1 
41539,1,0:3 23:58 24:1 
41543,1,0:5 23:147 24:1 
41549,1,0:3 23:19 24:1 
41579,1,0:2 23:22 24:1 
41593,1,0:5 23:69 24:1 
41597,1,0:2 23:49 24:1 
41603,1,0:2 23:78 24:1 
41609,1,0:3 23:106 24:1 
41611,1,0:2 23:25 24:1 
41617,1,0:5 23:25 24:1 
41621,1,0:3 23:94 24:1 
41627,1,0:2 23:77 24:1 
41641,1,0:13 23:22 24:1 
41647,1,0:3 23:55 24:1 
41651,1,0:2 23:32 24:1 
41659,1,0:3 23:43 24:1 
41669,1,0:2 23:5 24:1 
41681,1,0:3 23:2 24:1 
41687,1,0:5 23:33 24:1 
41719,1,0:6 23:72 24:1 
41729,1,0:3 23:47 24:1 
41737,1,0:5 23:10 24:1 
41759,1,0:7 23:33 24:1 
41761,1,0:19 23:7 24:1 
41771,1,0:2 23:9 24:1 
41777,1,0:3 23:12 24:1 
41801,1,0:3 23:8 24:1 
41809,1,0:21 23:21 24:1 
41813,1,0:2 23:30 24:1 
41843,1,0:2 23:54 24:1 
41849,1,0:3 23:81 24:1 
41851,1,0:15 23:10 24:1 
41863,1,0:3 23:28 24:1 
41879,1,0:13 23:16 24:1 
41887,1,0:3 23:55 24:1 
41893,1,0:2 23:52 24:1 
41897,1,0:3 23:3 24:1 
41903,1,0:5 23:135 24:1 
41911,1,0:3 23:39 24:1 
41927,1,0:5 23:9 24:1 
41941,1,0:2 23:13 24:1 
41947,1,0:5 23:153 24:1 
41953,1,0:5 23:32 24:1 
41957,1,0:2 23:66 24:1 
41959,1,0:6 23:4 24:1 
41969,1,0:3 23:111 24:1 
41981,1,0:2 23:86 24:1 
41983,1,0:6 23:47 24:1 
41999,1,0:11 23:82 24:1 
42013,1,0:6 23:38 24:1 
42017,1,0:3 23:13 24:1 
42019,1,0:2 23:4 24:1 
42023,1,0:5 23:54 24:1 
42043,1,0:5 23:16 24:1 
42061,1,0:6 23:25 24:1 
42071,1,0:7 23:128 24:1 
42073,1,0:5 23:33 24:1 
42083,1,0:2 23:43 24:1 
42089,1,0:3 23:51 24:1 
42101,1,0:2 23:92 24:1 
42131,1,0:2 23:111 24:1 
42139,1,0:2 23:15 24:1 
42157,1,0:2 23:54 24:1 
42169,1,0:11 23:3 24:1 
42179,1,0:2 23:83 24:1 
42181,1,0:10 23:9 24:1 
42187,1,0:13 23:40 24:1 
42193,1,0:15 23:11 24:1 
42197,1,0:2 23:14 24:1 
42209,1,0:3 23:19 24:1 
42221,1,0:2 23:7 24:1 
42223,1,0:5 23:19 24:1 
42227,1,0:2 23:58 24:1 
42239,1,0:7 23:90 24:1 
42257,1,0:3 23:17 24:1 
42281,1,0:11 23:15 24:1 
42283,1,0:2 23:85 24:1 
42293,1,0:2 23:22 24:1 
42299,1,0:2 23:19 24:1 
42307,1,0:3 23:62 24:1 
42323,1,0:2 23:29 24:1 
42331,1,0:3 23:7 24:1 
42337,1,0:5 23:14 24:1 
42349,1,0:2 23:5 24:1 
42359,1,0:7 23:26 24:1 
42373,1,0:5 23:77 24:1 
42379,1,0:2 23:48 24:1 
42391,1,0:6 23:31 24:1 
42397,1,0:2 23:157 24:1 
42403,1,0:2 23:13 24:1 
42407,1,0:5 23:24 24:1 
42409,1,0:14 23:31 24:1 
42433,1,0:10 23:84 24:1 
42437,1,0:2 23:115 24:1 
42443,1,0:2 23:26 24:1 
42451,1,0:3 23:7 24:1 
42457,1,0:11 23:77 24:1 
42461,1,0:2 23:9 24:1 
42463,1,0:3 23:40 24:1 
42467,1,0:5 23:10 24:1 
42473,1,0:3 23:14 24:1 
42487,1,0:5 23:20 24:1 
42491,1,0:2 23:14 24:1 
42499,1,0:2 23:12 24:1 
42509,1,0:2 23:19 24:1 
42533,1,0:2 23:139 24:1 
42557,1,0:2 23:9 24:1 
42569,1,0:3 23:101 24:1 
42571,1,0:2 23:17 24:1 
42577,1,0:7 23:27 24:1 
42589,1,0:2 23:37 24:1 
42611,1,0:2 23:15 24:1 
42641,1,0:3 23:21 24:1 
42643,1,0:2 23:56 24:1 
42649,1,0:11 23:95 24:1 
42667,1,0:7 23:28 24:1 
42677,1,0:2 23:5 24:1 
42683,1,0:2 23:6 24:1 
42689,1,0:3 23:20 24:1 
42697,1,0:5 23:54 24:1 
42701,1,0:3 23:14 24:1 
42703,1,0:5 23:29 24:1 
42709,1,0:6 23:23 24:1 
42719,1,0:19 23:2 24:1 
42727,1,0:3 23:37 24:1 
42737,1,0:3 23:28 24:1 
42743,1,0:7 23:19 24:1 
42751,1,0:6 23:19 24:1 
42767,1,0:5 23:46 24:1 
42773,1,0:3 23:9 24:1 
42787,1,0:5 23:35 24:1 
42793,1,0:5 23:76 24:1 
42797,1,0:2 23:6 24:1 
42821,1,0:2 23:21 24:1 
42829,1,0:2 23:14 24:1 
42839,1,0:11 23:5 24:1 
42841,1,0:23 23:15 24:1 
42853,1,0:2 23:18 24:1 
42859,1,0:10 23:21 24:1 
42863,1,0:5 23:50 24:1 
42899,1,0:2 23:44 24:1 
42901,1,0:6 23:6 24:1 
42923,1,0:2 23:4 24:1 
42929,1,0:3 23:8 24:1 
42937,1,0:5 23:77 24:1 
42943,1,0:3 23:98 24:1 
42953,1,0:3 23:83 24:1 
42961,1,0:11 23:38 24:1 
42967,1,0:3 23:174 24:1 
42979,1,0:3 23:3 24:1 
42989,1,0:2 23:63 24:1 
43003,1,0:5 23:30 24:1 
43013,1,0:2 23:50 24:1 
43019,1,0:2 23:92 24:1 
43037,1,0:2 23:42 24:1 
43049,1,0:3 23:168 24:1 
43051,1,0:2 23:25 24:1 
43063,1,0:3 23:22 24:1 
43067,1,0:2 23:36 24:1 
43093,1,0:5 23:1 24:1 
43103,1,0:5 23:103 24:1 
43117,1,0:2 23:73 24:1 
43133,1,0:2 23:129 24:1 
43151,1,0:11 23:92 24:1 
43159,1,0:3 23:23 24:1 
43177,1,0:5 23:17 24:1 
43189,1,0:2 23:6 24:1 
43201,1,0:23 23:54 24:1 
43207,1,0:3 23:42 24:1 
43223,1,0:5 23:282 24:1 
43237,1,0:2 23:66 24:1 
43261,1,0:2 23:27 24:1 
43271,1,0:13 23:20 24:1 
43283,1,0:2 23:13 24:1 
43291,1,0:3 23:14 24:1 
43313,1,0:3 23:35 24:1 
43319,1,0:11 23:9 24:1 
43321,1,0:13 23:21 24:1 
43331,1,0:2 23:112 24:1 
43391,1,0:17 23:19 24:1 
43397,1,0:2 23:100 24:1 
43399,1,0:13 23:33 24:1 
43403,1,0:2 23:144 24:1 
43411,1,0:3 23:1 24:1 
43427,1,0:2 23:4 24:1 
43441,1,0:11 23:6 24:1 
43451,1,0:2 23:12 24:1 
43457,1,0:3 23:27 24:1 
43481,1,0:6 23:108 24:1 
43487,1,0:5 23:3 24:1 
43499,1,0:2 23:69 24:1 
43517,1,0:2 23:112 24:1 
43541,1,0:2 23:20 24:1 
43543,1,0:3 23:80 24:1 
43573,1,0:2 23:34 24:1 
43577,1,0:3 23:5 24:1 
43579,1,0:2 23:21 24:1 
43591,1,0:11 23:42 24:1 
43597,1,0:2 23:64 24:1 
43607,1,0:5 23:10 24:1 
43609,1,0:14 23:35 24:1 
43613,1,0:2 23:34 24:1 
43627,1,0:2 23:10 24:1 
43633,1,0:5 23:4 24:1 
43649,1,0:3 23:32 24:1 
43651,1,0:2 23:39 24:1 
43661,1,0:2 23:2 24:1 
43669,1,0:2 23:159 24:1 
43691,1,0:6 23:24 24:1 
43711,1,0:13 23:5 24:1 
43717,1,0:5 23:29 24:1 
43721,1,0:3 23:69 24:1 
43753,1,0:7 23:65 24:1 
43759,1,0:3 23:28 24:1 
43777,1,0:5 23:22 24:1 
43781,1,0:2 23:6 24:1 
43783,1,0:3 23:1 24:1 
43787,1,0:2 23:154 24:1 
43789,1,0:6 23:33 24:1 
43793,1,0:3 23:35 24:1 
43801,1,0:31 23:83 24:1 
43853,1,0:2 23:7 24:1 
43867,1,0:3 23:16 24:1 
43889,1,0:3 23:43 24:1 
43891,1,0:3 23:47 24:1 
43913,1,0:3 23:8 24:1 
43933,1,0:2 23:40 24:1 
43943,1,0:5 23:38 24:1 
43951,1,0:6 23:19 24:1 
43961,1,0:6 23:16 24:1 
43963,1,0:12 23:19 24:1 
43969,1,0:11 23:57 24:1 
43973,1,0:2 23:1 24:1 
43987,1,0:2 23:43 24:1 
43991,1,0:17 23:164 24:1 
43997,1,0:2 23:63 24:1 
44017,1,0:11 23:75 24:1 
44021,1,0:2 23:62 24:1 
44027,1,0:2 23:124 24:1 
44029,1,0:6 23:1 24:1 
44041,1,0:11 23:42 24:1 
44053,1,0:2 23:100 24:1 
44059,1,0:2 23:5 24:1 
44071,1,0:3 23:5 24:1 
44087,1,0:5 23:26 24:1 
44089,1,0:13 23:28 24:1 
44101,1,0:6 23:61 24:1 
44111,1,0:7 23:37 24:1 
44119,1,0:6 23:20 24:1 
44123,1,0:2 23:30 24:1 
44129,1,0:3 23:62 24:1 
44131,1,0:2 23:70 24:1 
44159,1,0:11 23:11 24:1 
44171,1,0:2 23:21 24:1 
44179,1,0:2 23:53 24:1 
44189,1,0:2 23:33 24:1 
44201,1,0:6 23:59 24:1 
44203,1,0:5 23:74 24:1 
44207,1,0:5 23:27 24:1 
44221,1,0:2 23:66 24:1 
44249,1,0:3 23:3 24:1 
44257,1,0:5 23:28 24:1 
44263,1,0:3 23:72 24:1 
44267,1,0:2 23:67 24:1 
44269,1,0:2 23:38 24:1 
44273,1,0:3 23:79 24:1 
44279,1,0:7 23:111 24:1 
44281,1,0:7 23:4 24:1 
44293,1,0:2 23:47 24:1 
44351,1,0:19 23:35 24:1 
44357,1,0:2 23:28 24:1 
44371,1,0:2 23:48 24:1 
44381,1,0:2 23:37 24:1 
44383,1,0:3 23:1 24:1 
44389,1,0:2 23:13 24:1 
44417,1,0:3 23:2 24:1 
44449,1,0:13 23:20 24:1 
44453,1,0:2 23:25 24:1 
44483,1,0:2 23:33 24:1 
44491,1,0:13 23:12 24:1 
44497,1,0:5 23:26 24:1 
44501,1,0:2 23:48 24:1 
44507,1,0:2 23:57 24:1 
44519,1,0:13 23:25 24:1 
44531,1,0:2 23:1 24:1 
44533,1,0:2 23:26 24:1 
44537,1,0:3 23:114 24:1 
44543,1,0:5 23:14 24:1 
44549,1,0:2 23:108 24:1 
44563,1,0:3 23:21 24:1 
44579,1,0:2 23:30 24:1 
44587,1,0:3 23:19 24:1 
44617,1,0:5 23:5 24:1 
