p,r,mipo
29917,1,0:17 19:1 20:1 
29921,1,0:13 19:1 20:1 
29927,1,0:130 19:1 20:1 
29947,1,0:41 19:1 20:1 
29959,1,0:6 19:1 20:1 
29983,1,0:5 19:1 20:1 
29989,1,0:274 19:1 20:1 
30011,1,0:140 19:1 20:1 
30013,1,0:76 19:1 20:1 
30029,1,0:35 19:1 20:1 
30047,1,0:183 19:1 20:1 
30059,1,0:162 19:1 20:1 
30071,1,0:416 19:1 20:1 
30089,1,0:19 19:1 20:1 
30091,1,0:61 19:1 20:1 
30097,1,0:153 19:1 20:1 
30103,1,0:315 19:1 20:1 
30109,1,0:54 19:1 20:1 
30113,1,0:10 19:1 20:1 
30119,1,0:335 19:1 20:1 
30133,1,0:116 19:1 20:1 
30137,1,0:20 19:1 20:1 
30139,1,0:19 19:1 20:1 
30161,1,0:164 19:1 20:1 
30169,1,0:56 19:1 20:1 
30181,1,0:52 19:1 20:1 
30187,1,0:67 19:1 20:1 
30197,1,0:28 19:1 20:1 
30203,1,0:78 19:1 20:1 
30211,1,0:59 19:1 20:1 
30223,1,0:74 19:1 20:1 
30241,1,0:94 19:1 20:1 
30253,1,0:72 19:1 20:1 
30259,1,0:126 19:1 20:1 
30269,1,0:21 19:1 20:1 
30271,1,0:23 19:1 20:1 
30293,1,0:115 19:1 20:1 
30307,1,0:136 19:1 20:1 
30313,1,0:19 19:1 20:1 
30319,1,0:175 19:1 20:1 
30323,1,0:113 19:1 20:1 
30341,1,0:267 19:1 20:1 
30347,1,0:54 19:1 20:1 
30367,1,0:96 19:1 20:1 
30389,1,0:91 19:1 20:1 
30391,1,0:68 19:1 20:1 
30403,1,0:30 19:1 20:1 
30427,1,0:20 19:1 20:1 
30431,1,0:35 19:1 20:1 
30449,1,0:6 19:1 20:1 
30467,1,0:53 19:1 20:1 
30469,1,0:10 19:1 20:1 
30491,1,0:29 19:1 20:1 
30493,1,0:87 19:1 20:1 
30497,1,0:38 19:1 20:1 
30509,1,0:11 19:1 20:1 
30517,1,0:24 19:1 20:1 
30529,1,0:301 19:1 20:1 
30539,1,0:10 19:1 20:1 
30553,1,0:145 19:1 20:1 
30557,1,0:286 19:1 20:1 
30559,1,0:61 19:1 20:1 
30577,1,0:30 19:1 20:1 
30593,1,0:97 19:1 20:1 
30631,1,0:269 19:1 20:1 
30637,1,0:331 19:1 20:1 
30643,1,0:59 19:1 20:1 
30649,1,0:37 19:1 20:1 
30661,1,0:83 19:1 20:1 
30671,1,0:145 19:1 20:1 
30677,1,0:28 19:1 20:1 
30689,1,0:15 19:1 20:1 
30697,1,0:19 19:1 20:1 
30703,1,0:6 19:1 20:1 
30707,1,0:17 19:1 20:1 
30713,1,0:150 19:1 20:1 
30727,1,0:20 19:1 20:1 
30757,1,0:29 19:1 20:1 
30763,1,0:30 19:1 20:1 
30773,1,0:11 19:1 20:1 
30781,1,0:295 19:1 20:1 
30803,1,0:35 19:1 20:1 
30809,1,0:594 19:1 20:1 
30817,1,0:23 19:1 20:1 
30829,1,0:109 19:1 20:1 
30839,1,0:21 19:1 20:1 
30841,1,0:23 19:1 20:1 
30851,1,0:30 19:1 20:1 
30853,1,0:116 19:1 20:1 
30859,1,0:98 19:1 20:1 
30869,1,0:31 19:1 20:1 
30871,1,0:572 19:1 20:1 
30881,1,0:37 19:1 20:1 
30893,1,0:55 19:1 20:1 
30911,1,0:41 19:1 20:1 
30931,1,0:62 19:1 20:1 
30937,1,0:268 19:1 20:1 
30941,1,0:154 19:1 20:1 
30949,1,0:70 19:1 20:1 
30971,1,0:224 19:1 20:1 
30977,1,0:90 19:1 20:1 
30983,1,0:30 19:1 20:1 
31013,1,0:17 19:1 20:1 
31019,1,0:53 19:1 20:1 
31033,1,0:210 19:1 20:1 
31039,1,0:139 19:1 20:1 
31051,1,0:23 19:1 20:1 
31063,1,0:132 19:1 20:1 
31069,1,0:32 19:1 20:1 
31079,1,0:22 19:1 20:1 
31081,1,0:13 19:1 20:1 
31091,1,0:28 19:1 20:1 
31121,1,0:11 19:1 20:1 
31123,1,0:498 19:1 20:1 
31139,1,0:157 19:1 20:1 
31147,1,0:185 19:1 20:1 
31151,1,0:381 19:1 20:1 
31153,1,0:20 19:1 20:1 
31159,1,0:15 19:1 20:1 
31177,1,0:202 19:1 20:1 
31181,1,0:142 19:1 20:1 
31183,1,0:154 19:1 20:1 
31189,1,0:98 19:1 20:1 
31193,1,0:44 19:1 20:1 
31219,1,0:206 19:1 20:1 
31223,1,0:29 19:1 20:1 
31231,1,0:30 19:1 20:1 
31237,1,0:209 19:1 20:1 
31247,1,0:134 19:1 20:1 
31249,1,0:67 19:1 20:1 
31253,1,0:284 19:1 20:1 
31259,1,0:24 19:1 20:1 
31267,1,0:57 19:1 20:1 
31271,1,0:37 19:1 20:1 
31277,1,0:50 19:1 20:1 
31307,1,0:24 19:1 20:1 
31319,1,0:155 19:1 20:1 
31321,1,0:246 19:1 20:1 
31327,1,0:132 19:1 20:1 
31333,1,0:67 19:1 20:1 
31337,1,0:95 19:1 20:1 
31357,1,0:143 19:1 20:1 
31379,1,0:109 19:1 20:1 
31387,1,0:77 19:1 20:1 
31391,1,0:181 19:1 20:1 
31393,1,0:83 19:1 20:1 
31397,1,0:12 19:1 20:1 
31469,1,0:38 19:1 20:1 
31477,1,0:153 19:1 20:1 
31481,1,0:104 19:1 20:1 
31489,1,0:47 19:1 20:1 
31511,1,0:70 19:1 20:1 
31513,1,0:124 19:1 20:1 
31517,1,0:154 19:1 20:1 
31531,1,0:98 19:1 20:1 
31541,1,0:101 19:1 20:1 
31543,1,0:63 19:1 20:1 
31547,1,0:56 19:1 20:1 
31567,1,0:83 19:1 20:1 
31573,1,0:146 19:1 20:1 
31583,1,0:469 19:1 20:1 
31601,1,0:56 19:1 20:1 
31607,1,0:365 19:1 20:1 
31627,1,0:72 19:1 20:1 
31643,1,0:95 19:1 20:1 
31649,1,0:69 19:1 20:1 
31657,1,0:40 19:1 20:1 
31663,1,0:83 19:1 20:1 
31667,1,0:242 19:1 20:1 
31687,1,0:182 19:1 20:1 
31699,1,0:107 19:1 20:1 
31721,1,0:314 19:1 20:1 
31723,1,0:75 19:1 20:1 
31727,1,0:218 19:1 20:1 
31729,1,0:29 19:1 20:1 
31741,1,0:7 19:1 20:1 
31751,1,0:65 19:1 20:1 
31769,1,0:134 19:1 20:1 
31771,1,0:50 19:1 20:1 
31793,1,0:56 19:1 20:1 
31799,1,0:82 19:1 20:1 
31817,1,0:151 19:1 20:1 
31847,1,0:205 19:1 20:1 
31849,1,0:28 19:1 20:1 
31859,1,0:98 19:1 20:1 
31873,1,0:115 19:1 20:1 
31883,1,0:105 19:1 20:1 
31891,1,0:18 19:1 20:1 
31907,1,0:43 19:1 20:1 
31957,1,0:304 19:1 20:1 
31963,1,0:173 19:1 20:1 
31973,1,0:12 19:1 20:1 
31981,1,0:274 19:1 20:1 
31991,1,0:7 19:1 20:1 
32003,1,0:83 19:1 20:1 
32009,1,0:147 19:1 20:1 
32027,1,0:325 19:1 20:1 
32029,1,0:103 19:1 20:1 
32051,1,0:31 19:1 20:1 
32057,1,0:73 19:1 20:1 
32059,1,0:71 19:1 20:1 
32063,1,0:33 19:1 20:1 
32069,1,0:70 19:1 20:1 
32077,1,0:18 19:1 20:1 
32083,1,0:7 19:1 20:1 
32089,1,0:132 19:1 20:1 
32099,1,0:21 19:1 20:1 
32117,1,0:45 19:1 20:1 
32119,1,0:85 19:1 20:1 
32141,1,0:52 19:1 20:1 
32143,1,0:12 19:1 20:1 
32159,1,0:105 19:1 20:1 
32173,1,0:14 19:1 20:1 
32183,1,0:124 19:1 20:1 
32189,1,0:71 19:1 20:1 
32191,1,0:30 19:1 20:1 
32203,1,0:12 19:1 20:1 
32213,1,0:79 19:1 20:1 
32233,1,0:58 19:1 20:1 
32237,1,0:489 19:1 20:1 
32251,1,0:101 19:1 20:1 
32257,1,0:268 19:1 20:1 
32261,1,0:63 19:1 20:1 
32297,1,0:175 19:1 20:1 
32299,1,0:82 19:1 20:1 
32303,1,0:110 19:1 20:1 
32309,1,0:29 19:1 20:1 
32321,1,0:24 19:1 20:1 
32323,1,0:108 19:1 20:1 
32327,1,0:14 19:1 20:1 
32341,1,0:221 19:1 20:1 
32353,1,0:53 19:1 20:1 
32359,1,0:52 19:1 20:1 
32363,1,0:58 19:1 20:1 
32369,1,0:73 19:1 20:1 
32371,1,0:60 19:1 20:1 
32377,1,0:52 19:1 20:1 
32381,1,0:15 19:1 20:1 
32401,1,0:247 19:1 20:1 
32411,1,0:139 19:1 20:1 
32413,1,0:21 19:1 20:1 
32423,1,0:640 19:1 20:1 
32429,1,0:82 19:1 20:1 
32441,1,0:95 19:1 20:1 
32443,1,0:20 19:1 20:1 
32467,1,0:12 19:1 20:1 
32479,1,0:142 19:1 20:1 
32491,1,0:12 19:1 20:1 
32497,1,0:157 19:1 20:1 
32503,1,0:23 19:1 20:1 
32507,1,0:86 19:1 20:1 
32531,1,0:127 19:1 20:1 
32533,1,0:74 19:1 20:1 
32537,1,0:125 19:1 20:1 
32561,1,0:183 19:1 20:1 
32563,1,0:23 19:1 20:1 
32569,1,0:28 19:1 20:1 
32573,1,0:392 19:1 20:1 
32579,1,0:160 19:1 20:1 
32587,1,0:39 19:1 20:1 
32603,1,0:151 19:1 20:1 
32609,1,0:27 19:1 20:1 
32611,1,0:103 19:1 20:1 
32621,1,0:101 19:1 20:1 
32633,1,0:149 19:1 20:1 
32647,1,0:83 19:1 20:1 
32653,1,0:72 19:1 20:1 
32687,1,0:7 19:1 20:1 
32693,1,0:29 19:1 20:1 
32707,1,0:12 19:1 20:1 
32713,1,0:44 19:1 20:1 
32717,1,0:22 19:1 20:1 
32719,1,0:175 19:1 20:1 
32749,1,0:31 19:1 20:1 
32771,1,0:17 19:1 20:1 
32779,1,0:13 19:1 20:1 
32783,1,0:40 19:1 20:1 
32789,1,0:124 19:1 20:1 
32797,1,0:37 19:1 20:1 
32801,1,0:70 19:1 20:1 
32803,1,0:72 19:1 20:1 
32831,1,0:14 19:1 20:1 
32833,1,0:21 19:1 20:1 
32839,1,0:63 19:1 20:1 
32843,1,0:265 19:1 20:1 
32869,1,0:208 19:1 20:1 
32887,1,0:139 19:1 20:1 
32909,1,0:40 19:1 20:1 
32911,1,0:69 19:1 20:1 
32917,1,0:37 19:1 20:1 
32933,1,0:143 19:1 20:1 
32939,1,0:97 19:1 20:1 
32941,1,0:338 19:1 20:1 
32957,1,0:47 19:1 20:1 
32969,1,0:57 19:1 20:1 
32971,1,0:219 19:1 20:1 
32983,1,0:3 19:1 20:1 
32987,1,0:95 19:1 20:1 
32993,1,0:155 19:1 20:1 
32999,1,0:29 19:1 20:1 
33013,1,0:11 19:1 20:1 
33023,1,0:125 19:1 20:1 
33029,1,0:29 19:1 20:1 
33037,1,0:165 19:1 20:1 
33049,1,0:79 19:1 20:1 
33053,1,0:300 19:1 20:1 
33071,1,0:163 19:1 20:1 
33073,1,0:61 19:1 20:1 
33083,1,0:533 19:1 20:1 
33091,1,0:12 19:1 20:1 
33107,1,0:34 19:1 20:1 
33113,1,0:19 19:1 20:1 
33119,1,0:259 19:1 20:1 
33149,1,0:69 19:1 20:1 
33151,1,0:165 19:1 20:1 
33161,1,0:27 19:1 20:1 
33179,1,0:94 19:1 20:1 
33181,1,0:323 19:1 20:1 
33191,1,0:14 19:1 20:1 
33199,1,0:189 19:1 20:1 
33203,1,0:180 19:1 20:1 
33211,1,0:17 19:1 20:1 
33223,1,0:10 19:1 20:1 
33247,1,0:38 19:1 20:1 
33287,1,0:40 19:1 20:1 
33289,1,0:129 19:1 20:1 
33301,1,0:321 19:1 20:1 
33311,1,0:38 19:1 20:1 
33317,1,0:133 19:1 20:1 
33329,1,0:11 19:1 20:1 
33331,1,0:18 19:1 20:1 
33343,1,0:173 19:1 20:1 
33347,1,0:24 19:1 20:1 
33349,1,0:17 19:1 20:1 
33353,1,0:24 19:1 20:1 
33359,1,0:92 19:1 20:1 
33377,1,0:66 19:1 20:1 
33391,1,0:97 19:1 20:1 
33403,1,0:332 19:1 20:1 
33409,1,0:47 19:1 20:1 
33413,1,0:31 19:1 20:1 
33427,1,0:45 19:1 20:1 
33457,1,0:99 19:1 20:1 
33461,1,0:61 19:1 20:1 
33469,1,0:33 19:1 20:1 
33479,1,0:183 19:1 20:1 
33487,1,0:806 19:1 20:1 
33493,1,0:189 19:1 20:1 
33503,1,0:223 19:1 20:1 
33521,1,0:197 19:1 20:1 
33529,1,0:143 19:1 20:1 
33533,1,0:82 19:1 20:1 
33547,1,0:3 19:1 20:1 
33563,1,0:43 19:1 20:1 
33569,1,0:210 19:1 20:1 
33577,1,0:137 19:1 20:1 
33581,1,0:17 19:1 20:1 
33587,1,0:93 19:1 20:1 
33589,1,0:174 19:1 20:1 
33599,1,0:29 19:1 20:1 
33601,1,0:41 19:1 20:1 
33613,1,0:70 19:1 20:1 
33617,1,0:31 19:1 20:1 
33619,1,0:62 19:1 20:1 
33623,1,0:142 19:1 20:1 
33629,1,0:134 19:1 20:1 
33637,1,0:18 19:1 20:1 
33641,1,0:167 19:1 20:1 
33647,1,0:212 19:1 20:1 
33679,1,0:154 19:1 20:1 
33703,1,0:47 19:1 20:1 
33713,1,0:95 19:1 20:1 
33721,1,0:73 19:1 20:1 
33739,1,0:303 19:1 20:1 
33749,1,0:350 19:1 20:1 
33751,1,0:12 19:1 20:1 
33757,1,0:2 19:1 20:1 
33767,1,0:19 19:1 20:1 
33769,1,0:26 19:1 20:1 
33773,1,0:63 19:1 20:1 
33791,1,0:69 19:1 20:1 
33797,1,0:104 19:1 20:1 
33809,1,0:126 19:1 20:1 
33811,1,0:60 19:1 20:1 
33827,1,0:54 19:1 20:1 
33829,1,0:40 19:1 20:1 
33851,1,0:99 19:1 20:1 
33857,1,0:40 19:1 20:1 
33863,1,0:11 19:1 20:1 
33871,1,0:114 19:1 20:1 
33889,1,0:214 19:1 20:1 
33893,1,0:147 19:1 20:1 
33911,1,0:207 19:1 20:1 
33923,1,0:138 19:1 20:1 
33931,1,0:115 19:1 20:1 
33937,1,0:210 19:1 20:1 
33941,1,0:13 19:1 20:1 
33961,1,0:293 19:1 20:1 
33967,1,0:551 19:1 20:1 
33997,1,0:32 19:1 20:1 
34019,1,0:34 19:1 20:1 
34031,1,0:126 19:1 20:1 
34033,1,0:65 19:1 20:1 
34039,1,0:300 19:1 20:1 
34057,1,0:140 19:1 20:1 
34061,1,0:8 19:1 20:1 
34123,1,0:32 19:1 20:1 
34127,1,0:90 19:1 20:1 
34129,1,0:66 19:1 20:1 
34141,1,0:341 19:1 20:1 
34147,1,0:3 19:1 20:1 
34157,1,0:306 19:1 20:1 
34159,1,0:284 19:1 20:1 
34171,1,0:328 19:1 20:1 
34183,1,0:29 19:1 20:1 
34211,1,0:6 19:1 20:1 
34213,1,0:43 19:1 20:1 
34217,1,0:20 19:1 20:1 
34231,1,0:13 19:1 20:1 
34253,1,0:236 19:1 20:1 
34259,1,0:129 19:1 20:1 
34261,1,0:50 19:1 20:1 
34267,1,0:32 19:1 20:1 
34273,1,0:86 19:1 20:1 
34283,1,0:77 19:1 20:1 
34297,1,0:19 19:1 20:1 
34301,1,0:22 19:1 20:1 
34303,1,0:260 19:1 20:1 
34313,1,0:28 19:1 20:1 
34319,1,0:145 19:1 20:1 
34327,1,0:434 19:1 20:1 
34337,1,0:44 19:1 20:1 
34351,1,0:63 19:1 20:1 
34361,1,0:129 19:1 20:1 
34367,1,0:197 19:1 20:1 
34369,1,0:168 19:1 20:1 
34381,1,0:90 19:1 20:1 
34403,1,0:153 19:1 20:1 
34421,1,0:155 19:1 20:1 
34429,1,0:24 19:1 20:1 
34439,1,0:92 19:1 20:1 
34457,1,0:77 19:1 20:1 
34469,1,0:71 19:1 20:1 
34471,1,0:336 19:1 20:1 
34483,1,0:30 19:1 20:1 
34487,1,0:280 19:1 20:1 
34499,1,0:26 19:1 20:1 
34501,1,0:257 19:1 20:1 
34511,1,0:258 19:1 20:1 
34513,1,0:303 19:1 20:1 
34519,1,0:110 19:1 20:1 
34537,1,0:31 19:1 20:1 
34543,1,0:104 19:1 20:1 
34549,1,0:280 19:1 20:1 
34583,1,0:20 19:1 20:1 
34589,1,0:26 19:1 20:1 
34591,1,0:589 19:1 20:1 
34603,1,0:34 19:1 20:1 
34607,1,0:66 19:1 20:1 
34613,1,0:7 19:1 20:1 
34631,1,0:118 19:1 20:1 
34649,1,0:75 19:1 20:1 
34651,1,0:168 19:1 20:1 
34667,1,0:24 19:1 20:1 
34673,1,0:48 19:1 20:1 
34679,1,0:41 19:1 20:1 
34687,1,0:63 19:1 20:1 
34693,1,0:419 19:1 20:1 
34703,1,0:232 19:1 20:1 
34721,1,0:119 19:1 20:1 
34729,1,0:403 19:1 20:1 
34739,1,0:41 19:1 20:1 
34747,1,0:99 19:1 20:1 
34757,1,0:21 19:1 20:1 
34759,1,0:108 19:1 20:1 
34763,1,0:46 19:1 20:1 
34781,1,0:138 19:1 20:1 
34807,1,0:165 19:1 20:1 
34819,1,0:139 19:1 20:1 
34841,1,0:3 19:1 20:1 
34843,1,0:19 19:1 20:1 
34847,1,0:23 19:1 20:1 
34849,1,0:305 19:1 20:1 
34871,1,0:22 19:1 20:1 
34877,1,0:3 19:1 20:1 
34883,1,0:197 19:1 20:1 
34897,1,0:143 19:1 20:1 
34913,1,0:17 19:1 20:1 
34919,1,0:19 19:1 20:1 
34939,1,0:66 19:1 20:1 
34949,1,0:65 19:1 20:1 
34961,1,0:204 19:1 20:1 
34963,1,0:5 19:1 20:1 
34981,1,0:14 19:1 20:1 
35023,1,0:175 19:1 20:1 
35027,1,0:8 19:1 20:1 
35051,1,0:8 19:1 20:1 
35053,1,0:334 19:1 20:1 
35059,1,0:37 19:1 20:1 
35069,1,0:15 19:1 20:1 
35081,1,0:37 19:1 20:1 
35083,1,0:108 19:1 20:1 
35089,1,0:230 19:1 20:1 
35099,1,0:71 19:1 20:1 
35107,1,0:147 19:1 20:1 
35111,1,0:109 19:1 20:1 
35117,1,0:29 19:1 20:1 
35129,1,0:143 19:1 20:1 
35141,1,0:189 19:1 20:1 
35149,1,0:6 19:1 20:1 
35153,1,0:3 19:1 20:1 
35159,1,0:78 19:1 20:1 
35171,1,0:79 19:1 20:1 
35201,1,0:38 19:1 20:1 
35221,1,0:165 19:1 20:1 
35227,1,0:47 19:1 20:1 
35251,1,0:70 19:1 20:1 
35257,1,0:19 19:1 20:1 
35267,1,0:11 19:1 20:1 
35279,1,0:159 19:1 20:1 
35281,1,0:83 19:1 20:1 
35291,1,0:10 19:1 20:1 
35311,1,0:47 19:1 20:1 
35317,1,0:62 19:1 20:1 
35323,1,0:68 19:1 20:1 
35327,1,0:59 19:1 20:1 
35339,1,0:215 19:1 20:1 
35353,1,0:13 19:1 20:1 
35363,1,0:260 19:1 20:1 
35381,1,0:306 19:1 20:1 
35393,1,0:248 19:1 20:1 
35401,1,0:85 19:1 20:1 
35407,1,0:53 19:1 20:1 
35419,1,0:179 19:1 20:1 
35423,1,0:122 19:1 20:1 
35437,1,0:18 19:1 20:1 
35447,1,0:77 19:1 20:1 
35449,1,0:33 19:1 20:1 
35461,1,0:140 19:1 20:1 
35491,1,0:220 19:1 20:1 
35507,1,0:78 19:1 20:1 
35509,1,0:66 19:1 20:1 
35521,1,0:38 19:1 20:1 
35527,1,0:66 19:1 20:1 
35531,1,0:159 19:1 20:1 
35533,1,0:254 19:1 20:1 
35537,1,0:44 19:1 20:1 
35543,1,0:190 19:1 20:1 
35569,1,0:17 19:1 20:1 
35573,1,0:341 19:1 20:1 
35591,1,0:58 19:1 20:1 
35593,1,0:58 19:1 20:1 
35597,1,0:235 19:1 20:1 
35603,1,0:74 19:1 20:1 
35617,1,0:66 19:1 20:1 
35671,1,0:43 19:1 20:1 
35677,1,0:28 19:1 20:1 
35729,1,0:214 19:1 20:1 
35731,1,0:224 19:1 20:1 
35747,1,0:101 19:1 20:1 
35753,1,0:297 19:1 20:1 
35759,1,0:203 19:1 20:1 
35771,1,0:40 19:1 20:1 
35797,1,0:263 19:1 20:1 
35801,1,0:28 19:1 20:1 
35803,1,0:140 19:1 20:1 
35809,1,0:17 19:1 20:1 
35831,1,0:61 19:1 20:1 
35837,1,0:115 19:1 20:1 
35839,1,0:11 19:1 20:1 
35851,1,0:22 19:1 20:1 
35863,1,0:24 19:1 20:1 
35869,1,0:46 19:1 20:1 
35879,1,0:112 19:1 20:1 
35897,1,0:315 19:1 20:1 
35899,1,0:208 19:1 20:1 
35911,1,0:120 19:1 20:1 
35923,1,0:75 19:1 20:1 
35933,1,0:192 19:1 20:1 
35951,1,0:166 19:1 20:1 
35963,1,0:2 19:1 20:1 
35969,1,0:107 19:1 20:1 
35977,1,0:38 19:1 20:1 
35983,1,0:244 19:1 20:1 
35993,1,0:87 19:1 20:1 
35999,1,0:52 19:1 20:1 
36007,1,0:74 19:1 20:1 
36011,1,0:280 19:1 20:1 
36013,1,0:19 19:1 20:1 
36017,1,0:6 19:1 20:1 
36037,1,0:240 19:1 20:1 
36061,1,0:88 19:1 20:1 
36067,1,0:157 19:1 20:1 
36073,1,0:159 19:1 20:1 
36083,1,0:314 19:1 20:1 
36097,1,0:124 19:1 20:1 
36107,1,0:123 19:1 20:1 
36109,1,0:10 19:1 20:1 
36131,1,0:106 19:1 20:1 
36137,1,0:34 19:1 20:1 
36151,1,0:239 19:1 20:1 
36161,1,0:163 19:1 20:1 
36187,1,0:7 19:1 20:1 
36191,1,0:417 19:1 20:1 
36209,1,0:188 19:1 20:1 
36217,1,0:57 19:1 20:1 
36229,1,0:31 19:1 20:1 
36241,1,0:176 19:1 20:1 
36251,1,0:110 19:1 20:1 
36263,1,0:57 19:1 20:1 
36269,1,0:295 19:1 20:1 
36277,1,0:265 19:1 20:1 
36293,1,0:125 19:1 20:1 
36299,1,0:228 19:1 20:1 
36307,1,0:145 19:1 20:1 
36313,1,0:22 19:1 20:1 
36319,1,0:29 19:1 20:1 
36341,1,0:103 19:1 20:1 
36343,1,0:185 19:1 20:1 
36353,1,0:27 19:1 20:1 
36373,1,0:26 19:1 20:1 
36383,1,0:17 19:1 20:1 
36389,1,0:27 19:1 20:1 
36433,1,0:21 19:1 20:1 
36451,1,0:101 19:1 20:1 
36457,1,0:703 19:1 20:1 
36467,1,0:182 19:1 20:1 
36469,1,0:241 19:1 20:1 
36473,1,0:104 19:1 20:1 
36479,1,0:174 19:1 20:1 
36493,1,0:130 19:1 20:1 
36497,1,0:163 19:1 20:1 
36523,1,0:71 19:1 20:1 
36527,1,0:249 19:1 20:1 
36529,1,0:184 19:1 20:1 
36541,1,0:33 19:1 20:1 
36551,1,0:101 19:1 20:1 
36559,1,0:86 19:1 20:1 
36563,1,0:130 19:1 20:1 
36571,1,0:2 19:1 20:1 
36583,1,0:105 19:1 20:1 
36587,1,0:14 19:1 20:1 
36599,1,0:386 19:1 20:1 
36607,1,0:34 19:1 20:1 
36629,1,0:15 19:1 20:1 
36637,1,0:26 19:1 20:1 
36643,1,0:85 19:1 20:1 
36653,1,0:21 19:1 20:1 
36671,1,0:138 19:1 20:1 
36677,1,0:26 19:1 20:1 
36683,1,0:278 19:1 20:1 
36691,1,0:435 19:1 20:1 
36697,1,0:102 19:1 20:1 
36709,1,0:50 19:1 20:1 
36713,1,0:17 19:1 20:1 
36721,1,0:401 19:1 20:1 
36739,1,0:21 19:1 20:1 
36749,1,0:18 19:1 20:1 
36761,1,0:34 19:1 20:1 
36767,1,0:154 19:1 20:1 
36779,1,0:139 19:1 20:1 
36781,1,0:44 19:1 20:1 
36787,1,0:12 19:1 20:1 
36791,1,0:272 19:1 20:1 
36793,1,0:359 19:1 20:1 
36809,1,0:7 19:1 20:1 
36821,1,0:108 19:1 20:1 
36833,1,0:137 19:1 20:1 
36847,1,0:24 19:1 20:1 
36857,1,0:305 19:1 20:1 
36871,1,0:313 19:1 20:1 
36877,1,0:87 19:1 20:1 
36887,1,0:138 19:1 20:1 
36899,1,0:102 19:1 20:1 
36901,1,0:24 19:1 20:1 
36913,1,0:68 19:1 20:1 
36919,1,0:137 19:1 20:1 
36923,1,0:317 19:1 20:1 
36929,1,0:19 19:1 20:1 
36931,1,0:163 19:1 20:1 
36943,1,0:47 19:1 20:1 
36947,1,0:50 19:1 20:1 
36973,1,0:5 19:1 20:1 
36979,1,0:111 19:1 20:1 
36997,1,0:98 19:1 20:1 
37003,1,0:75 19:1 20:1 
37013,1,0:45 19:1 20:1 
37019,1,0:91 19:1 20:1 
37021,1,0:160 19:1 20:1 
37039,1,0:321 19:1 20:1 
37049,1,0:60 19:1 20:1 
37057,1,0:5 19:1 20:1 
37061,1,0:75 19:1 20:1 
37087,1,0:132 19:1 20:1 
37097,1,0:110 19:1 20:1 
37117,1,0:166 19:1 20:1 
37123,1,0:105 19:1 20:1 
37139,1,0:160 19:1 20:1 
37159,1,0:149 19:1 20:1 
37171,1,0:210 19:1 20:1 
37181,1,0:94 19:1 20:1 
37189,1,0:17 19:1 20:1 
37199,1,0:29 19:1 20:1 
37201,1,0:104 19:1 20:1 
37217,1,0:33 19:1 20:1 
37223,1,0:118 19:1 20:1 
37243,1,0:33 19:1 20:1 
37253,1,0:2 19:1 20:1 
37273,1,0:261 19:1 20:1 
37277,1,0:23 19:1 20:1 
37307,1,0:32 19:1 20:1 
37309,1,0:17 19:1 20:1 
37313,1,0:105 19:1 20:1 
37321,1,0:51 19:1 20:1 
37337,1,0:56 19:1 20:1 
37339,1,0:91 19:1 20:1 
37357,1,0:148 19:1 20:1 
37361,1,0:173 19:1 20:1 
37363,1,0:3 19:1 20:1 
37369,1,0:110 19:1 20:1 
37379,1,0:29 19:1 20:1 
37397,1,0:277 19:1 20:1 
37409,1,0:278 19:1 20:1 
37423,1,0:96 19:1 20:1 
37441,1,0:138 19:1 20:1 
37447,1,0:58 19:1 20:1 
37463,1,0:40 19:1 20:1 
37483,1,0:152 19:1 20:1 
37489,1,0:82 19:1 20:1 
37493,1,0:85 19:1 20:1 
37501,1,0:23 19:1 20:1 
37507,1,0:88 19:1 20:1 
37511,1,0:44 19:1 20:1 
37517,1,0:3 19:1 20:1 
37529,1,0:24 19:1 20:1 
37537,1,0:76 19:1 20:1 
37547,1,0:78 19:1 20:1 
37549,1,0:13 19:1 20:1 
37561,1,0:222 19:1 20:1 
37567,1,0:35 19:1 20:1 
37571,1,0:234 19:1 20:1 
37573,1,0:41 19:1 20:1 
37579,1,0:147 19:1 20:1 
37589,1,0:12 19:1 20:1 
37591,1,0:106 19:1 20:1 
37607,1,0:109 19:1 20:1 
37619,1,0:94 19:1 20:1 
37633,1,0:249 19:1 20:1 
37643,1,0:11 19:1 20:1 
37649,1,0:343 19:1 20:1 
37657,1,0:158 19:1 20:1 
37663,1,0:55 19:1 20:1 
37691,1,0:54 19:1 20:1 
37693,1,0:127 19:1 20:1 
37699,1,0:221 19:1 20:1 
37717,1,0:17 19:1 20:1 
37747,1,0:178 19:1 20:1 
37781,1,0:3 19:1 20:1 
37783,1,0:243 19:1 20:1 
37799,1,0:117 19:1 20:1 
37811,1,0:57 19:1 20:1 
37813,1,0:171 19:1 20:1 
37831,1,0:93 19:1 20:1 
37847,1,0:34 19:1 20:1 
37853,1,0:143 19:1 20:1 
37861,1,0:72 19:1 20:1 
37871,1,0:95 19:1 20:1 
37879,1,0:178 19:1 20:1 
37889,1,0:186 19:1 20:1 
37897,1,0:13 19:1 20:1 
37907,1,0:43 19:1 20:1 
37951,1,0:48 19:1 20:1 
37957,1,0:148 19:1 20:1 
37963,1,0:2 19:1 20:1 
37967,1,0:385 19:1 20:1 
37987,1,0:12 19:1 20:1 
37991,1,0:115 19:1 20:1 
